Season,TeamName,de_TOPct,de_ORPct,de_FTRate,o_eFGPct,o_TOPct,o_ORPct,o_FTRate,Tempo,AdjTempo,OE,DE,AdjDE,AdjEM,Off_2,Off_3,Def_2,Def_3,CONF,G,W,2P_D,3P_O,3P_D,WAB,POSTSEASON,SEED
2023,Pittsburgh,16.5704985944666,28.6367098248286,30.3958529688973,52.498798654493,16.3256143787849,29.4975688816856,32.8688130706391,68.0594,67.2969,110.517,102.574,101.345,12.8619,44.74852071,36.05769231,49.32270916,32.62948207,ACC,36.0,24.0,48.2,36.0,32.6,-0.3,R32,11.0
2023,Princeton,14.6269052992361,22.6071103008204,28.1285231116122,52.1984216459977,16.4613026634967,28.133971291866,30.3833145434047,68.1726,66.9089,107.905,99.7884,101.45,8.03533,50.08944544,32.73703041,55.42635659,27.76162791,Ivy,30.0,23.0,48.1,33.7,32.7,-3.2,S16,15.0
2023,Providence,16.8663278147319,27.1877655055225,25.3535353535354,51.1392405063291,16.8663278147319,34.7258485639687,36.3037974683544,68.2455,66.6617,110.996,102.466,100.767,15.394,53.52664577,25.62695925,55.22833974,28.80921895,BE,33.0,21.0,49.2,34.6,33.8,1.3,R64,11.0
2023,Purdue,15.4365653642065,23.5099337748344,19.2193675889328,51.8336776859504,17.2108832221612,38.3586083853702,37.1900826446281,64.2011,64.199,112.788,97.5092,94.4582,23.2412,50.72748722,28.19504522,56.19307832,30.73770492,B10,35.0,29.0,47.2,32.2,31.3,9.4,R64,1.0
2023,Saint Mary's,19.2295585786151,21.8691588785047,29.8686464877213,52.0073956682515,16.3909094551053,32.5411334552102,32.0126782884311,63.5366,61.6411,109.432,93.5487,91.3745,21.2358,50.89995814,31.51946421,53.30720235,27.48652621,WCC,34.0,27.0,45.7,36.1,33.3,3.4,R32,5.0
2023,San Diego St.,19.0866113901121,26.0736196319018,30.2058401148875,49.3131868131868,17.2800596947517,31.6153846153846,33.2417582417582,66.5573,65.7203,105.527,94.9483,90.4127,20.3446,52.1641791,28.20895522,51.11662531,29.28039702,MWC,38.0,32.0,49.3,34.0,28.3,5.7,2ND,5.0
2023,Southeast Missouri St.,19.0046091075181,28.2718120805369,44.1414141414141,50.1215953307393,17.2804796214752,25.0,38.1809338521401,73.7684,72.3265,102.523,103.126,107.692,-7.21346,47.42268041,31.27147766,49.18529746,27.85145889,OVC,34.0,19.0,50.7,33.2,35.0,-11.7,R68,16.0
2023,TCU,21.6441959221371,30.5057096247961,30.0785083415113,49.9765037593985,16.7049823814639,32.1857485988791,34.0695488721804,70.9199,69.6904,105.573,96.2643,94.3261,17.7777,58.3143508,22.43735763,54.36325678,27.55741127,B12,35.0,22.0,49.2,31.0,30.8,2.2,R32,6.0
2023,Tennessee,22.1875541688334,26.8525896414343,33.7730870712401,49.8807820696233,18.1114315279682,36.4207221350078,30.6628516928946,65.8745,65.0723,107.458,87.8749,87.5318,23.7996,49.62701217,32.50883392,47.69673704,30.2303263,SEC,36.0,25.0,45.1,32.8,26.5,2.8,S16,4.0
2023,Texas,22.1084801813267,29.0076335877863,33.7242026266416,53.2983835736129,16.3119710917688,28.3062645011601,30.5373525557012,70.1213,68.8185,110.06,95.4826,92.1146,24.4345,54.60681741,27.74215322,51.66795966,27.92862684,B12,38.0,29.0,47.9,34.7,32.4,7.5,E8,2.0
2023,Texas A&M,20.8553902139274,30.4241435562806,34.6673596673597,48.8354037267081,18.3016689632424,36.7398648648649,45.1345755693582,67.1289,65.9103,108.589,98.935,97.0025,16.7081,48.48960377,25.53942723,42.37215299,37.38719381,SEC,35.0,25.0,47.2,32.6,33.0,3.7,R64,7.0
2023,Texas A&M Corpus Chris,20.3839504638366,27.8252611585945,38.2268278641336,50.4792332268371,17.7173139286562,32.7663384064458,34.8242811501597,70.812,68.9946,109.414,102.939,107.608,-0.48404,49.09090909,29.25619835,48.20333041,31.9456617,Slnd,31.0,24.0,54.1,36.4,33.8,-6.0,R64,16.0
2023,Texas Southern,18.7065824311217,27.571305099395,38.7605042016807,46.0925449871465,20.258473798726,29.2483660130719,34.293059125964,70.6917,69.1388,93.8557,101.677,106.557,-11.1603,59.41834452,20.80536913,50.06206041,28.05130327,SWAC,33.0,14.0,48.9,28.0,33.9,-13.5,R68,16.0
2023,UC Santa Barbara,18.5322461082283,26.1201143946616,29.2204150308469,54.0839478162223,17.0033358042995,26.219512195122,34.4299489506523,65.142,64.7232,109.059,101.006,104.635,5.68197,58.19881054,22.81223449,55.37190083,26.72176309,BW,33.0,27.0,49.3,34.8,34.6,-1.5,R64,14.0
2023,UCLA,23.3286575463682,28.2485875706215,27.4598393574297,51.0690423162584,14.9222964650045,33.0173775671406,27.4387527839644,67.1949,66.0543,110.293,90.3534,87.9554,27.2885,58.76777251,24.82683194,50.95768374,32.07126949,P12,37.0,31.0,46.9,34.9,31.1,8.4,S16,2.0
2023,UNC Asheville,17.782814304705,29.1423813488759,26.7740312028183,53.6342986939239,20.0928367511496,25.7062146892655,40.885860306644,68.5229,68.2856,103.932,100.292,102.735,1.2216,47.319933,31.7839196,56.64639444,26.71589922,BSth,33.0,27.0,49.5,38.6,30.6,-1.9,R64,15.0
2023,USC,17.8230707297974,32.2759714512292,30.2478502781993,51.2506652474721,18.0877698000419,28.8640595903166,33.2091538052155,68.4392,67.976,105.343,98.1407,97.4507,14.8453,53.70138018,26.85069009,47.75179856,33.04856115,P12,33.0,22.0,42.7,34.5,33.4,2.1,R64,10.0
2023,Utah St.,15.7431866161697,24.4864420706656,30.3544682975537,55.4683411826269,17.5678686228955,27.3831775700935,34.850863422292,69.0604,68.5831,111.473,101.041,98.9082,17.3882,45.93155894,34.67680608,51.30361648,29.77291842,MWC,34.0,26.0,46.2,37.9,34.5,2.9,R64,10.0
2023,VCU,23.9440746787224,29.9581589958159,31.1087756174461,51.9550080342796,19.5906065553183,28.8512911843277,41.5640064274237,68.2543,67.8596,103.74,92.3929,93.7927,12.8435,52.58064516,25.64516129,52.86103542,28.20163488,A10,35.0,27.0,46.4,34.8,31.9,1.0,R64,12.0
2023,Vermont,16.5888586567378,22.316384180791,26.9082921471719,54.8334243582742,14.2517542603466,19.2344497607655,28.1267067176406,65.3836,64.3606,108.774,101.302,104.188,5.33029,48.52320675,36.20253165,52.68865793,31.31495707,AE,33.0,23.0,50.1,36.0,35.1,-3.8,R64,15.0
2023,Virginia,19.4785971060025,24.8812915479582,26.3249854397204,51.1614730878187,13.6301845754161,25.609756097561,34.7308781869688,62.4659,61.4801,108.187,96.4862,94.4733,16.3704,51.22932499,29.50379973,47.89579158,35.17034068,ACC,33.0,25.0,46.4,35.0,34.1,4.1,R64,4.0
2023,West Virginia,20.8827817044097,29.3198529411765,38.6645126548196,51.510496671787,18.5250482861699,34.0142095914742,39.3753200204813,69.5927,68.4798,108.949,101.808,98.1164,18.8183,49.09020519,28.80371661,50.76731647,27.62339278,B12,34.0,19.0,50.8,35.0,34.0,1.5,R64,9.0
2023,Xavier,16.2399318970598,25.0184501845018,27.0459518599562,55.2304964539007,17.1754118450471,30.7443365695793,31.3829787234043,72.0123,70.4749,111.941,102.751,98.5799,19.9466,55.75959933,27.4457429,53.84896023,29.98905509,BE,37.0,27.0,48.6,39.0,35.8,5.4,S16,3.0
2022,Akron,17.5117856029154,26.3695450324977,26.1836851112379,52.4939903846154,17.8052792163721,28.921568627451,39.3028846153846,63.6546,62.0843,107.368,99.9099,102.02,3.62246,46.25170377,33.1213085,52.49266862,31.67155425,MAC,32.0,24.0,47.4,35.3,34.8,-4.3,R64,13.0
2022,Alabama,17.9294568611085,30.4907481898632,34.7633136094675,51.3272200772201,19.7842282605336,35.2753391859537,32.8667953667954,73.269,71.9053,108.532,104.254,98.6141,16.5677,46.20663363,34.88372093,50.89179548,29.13198573,SEC,33.0,19.0,49.3,30.9,33.8,2.0,R64,6.0
2022,Arizona,17.4209919261822,28.5806869734284,24.0416666666667,55.5531070956368,18.3437139561707,34.6806790622474,34.9493168796827,72.7151,72.2291,114.737,93.265,92.5895,25.9634,53.4277438,27.71161893,52.025417,32.52581414,P12,37.0,33.0,41.8,35.3,32.8,8.8,S16,1.0
2022,Arkansas,20.4921474762745,25.28047868362,31.8969555035129,48.5720660419456,16.8714948256394,29.5639320029564,37.1709058456046,71.923,70.6934,104.945,94.3263,90.3992,19.4643,52.59786477,24.87544484,48.35773645,31.93510091,SEC,37.0,28.0,46.8,30.4,32.4,4.5,E8,4.0
2022,Auburn,20.0380031093453,28.9174867524603,34.2431761786601,49.8845265588915,16.7457551339762,33.6166924265842,31.5935334872979,71.2739,70.1123,108.011,92.6285,89.4805,23.2026,50.30075188,30.90225564,48.31509847,29.5404814,SEC,34.0,28.0,42.8,31.8,31.0,7.4,R32,2.0
2022,Baylor,22.9773789831446,28.8296041308089,27.7484143763214,52.7604416706673,17.9138454664887,36.3258520365752,28.996639462314,68.6022,67.3834,111.568,92.7346,90.9821,27.0396,52.53913708,31.3860252,54.54545455,28.51239669,B12,34.0,27.0,49.2,34.3,30.2,8.9,R32,1.0
2022,Boise St.,20.2151793535635,22.4413145539906,25.8620689655172,50.7297297297297,18.4631971429213,30.6068601583113,35.1891891891892,64.7873,64.4471,103.088,93.215,92.3895,15.1365,49.89135159,31.68187744,55.86107091,27.93053546,MWC,34.0,27.0,48.0,34.0,32.6,3.5,R64,8.0
2022,Bryant,16.5640615078817,31.6205533596838,25.2208047105005,49.6109958506224,18.9934571957044,32.8522920203735,32.7282157676349,72.4779,72.5964,105.143,101.064,105.14,-1.31785,48.58947368,31.95789474,55.53618134,29.03225806,NEC,31.0,22.0,47.0,30.3,32.5,-4.8,R68,16.0
2022,Cal St. Fullerton,20.215954551725,28.2340862422998,25.6936067551267,48.9110707803993,17.90842624061,29.0519877675841,34.8457350272232,66.4492,66.0515,103.497,100.048,102.678,1.46628,54.49247207,24.0407965,51.20481928,33.88554217,BW,30.0,21.0,48.4,33.4,37.3,-5.0,R64,15.0
2022,Chattanooga,18.1445477356638,26.2488646684832,27.8142076502732,52.1897810218978,16.9502230745821,32.6887661141805,26.7987486965589,65.5072,64.7487,110.162,99.1434,97.4594,11.5135,52.090301,31.60535117,52.70958777,30.98656786,SC,33.0,27.0,52.1,33.9,30.3,0.2,R64,13.0
2022,Colgate,15.9760359460809,25.1219512195122,24.1191066997519,55.614837398374,16.9745381927109,26.7431597528685,26.3211382113821,67.4816,67.1582,110.662,99.619,103.762,4.41051,46.6849745,39.19183994,54.19747716,31.57894737,Pat,34.0,23.0,48.0,40.4,33.7,-6.1,R64,14.0
2022,Colorado St.,18.4805057029686,25.0501002004008,25.5522388059701,54.7849788007268,15.2162859456507,21.8340611353712,29.61841308298,65.8418,65.3555,109.518,99.6331,98.4013,14.4511,50.75445816,31.96159122,48.26196474,36.2720403,MWC,30.0,25.0,51.0,35.6,32.7,4.3,R64,6.0
2022,Connecticut,17.9752284444642,27.5577557755776,31.7485472794506,49.6041563582385,17.2633382090399,37.7280265339967,30.4799604156358,66.755,64.7865,109.517,96.2022,95.2778,18.5464,51.43782908,29.7691373,50.48723898,30.34802784,BE,33.0,23.0,42.6,35.2,35.3,3.1,R64,5.0
2022,Creighton,15.4815948533036,28.5407725321888,20.776874435411,50.6243756243756,20.4207631845184,28.3544303797468,26.7232767232767,68.1373,67.1545,100.188,96.4531,92.1724,13.7758,54.58298927,29.10817506,55.50774527,30.07745267,BE,35.0,23.0,43.6,30.8,31.7,1.7,R32,9.0
2022,Davidson,16.7450633115203,22.3907225691347,27.951674903899,55.6567328918322,14.766937700544,23.6043095004897,32.5055187637969,65.6444,64.6942,113.27,100.494,101.91,14.8511,46.97277529,34.98577814,45.87155963,36.88073394,A10,33.0,27.0,48.9,38.5,33.6,2.1,R64,10.0
2022,Delaware,18.4548892490546,31.303602058319,29.0697674418605,53.372591006424,18.3252296056186,26.7419962335217,34.5289079229122,67.5531,66.6936,106.9,103.648,104.333,2.64134,50.76798707,29.83023444,50.31236985,31.48688047,CAA,34.0,22.0,47.7,34.5,35.4,-5.5,R64,15.0
2022,Duke,15.7181978467194,29.1583830351226,19.0495532087734,55.6639796351294,15.0054394718085,31.6358024691358,28.6380992787442,68.1484,67.2666,117.246,99.3533,95.9426,25.1493,54.45227418,29.59641256,57.66174801,30.07945516,ACC,39.0,32.0,46.6,36.6,32.0,7.2,F4,2.0
2022,Georgia St.,22.111756269407,30.9684684684685,33.2409972299169,44.7154471544715,16.5977414818219,32.4509803921569,30.3939962476548,68.0766,67.2997,99.4819,98.7445,99.8547,1.60473,48.65168539,31.68539326,47.01240135,34.32919955,SB,26.0,18.0,46.2,32.4,37.5,-5.1,R64,16.0
2022,Gonzaga,16.1800989019134,23.4200743494424,22.7469879518072,58.6826347305389,15.6294672638902,29.1234684260132,30.6387225548902,73.7789,72.489,118.061,89.7889,89.7223,30.95,56.12903226,28.17204301,54.55403492,29.87258141,WCC,32.0,28.0,41.8,37.0,30.5,6.7,S16,1.0
2022,Houston,21.6760906910005,27.970479704797,34.7478781827259,53.065725628584,16.9482187842758,37.6768428890544,28.9810322011469,65.0876,63.6418,113.748,89.3955,89.0751,27.7036,53.16455696,31.43459916,44.60367219,33.04970891,Amer,38.0,32.0,43.4,33.8,28.8,6.2,E8,5.0
