Season,TeamName,de_TOPct,de_ORPct,de_FTRate,o_eFGPct,o_TOPct,o_ORPct,o_FTRate,Tempo,OE,DE,AdjDE,AdjEM,Off_2,Off_3,Def_2,Def_3,CONF,G,W,2P_D,3P_O,3P_D,WAB,POSTSEASON,SEED,FUTURE_ODDS
2022,Michigan St.,15.26506684,27.09433962,28.34424696,51.96697426,18.78462648,30.68469992,29.86886838,67.8746,106.465,102.137,97.0978,14.7609,52.05690119,30.21914648,52.07243461,30.6639839,B10,36,23,48.5,37.8,31.6,2.9,R32,7,8000
2022,Montana St.,18.21541137,23.45013477,35.98691385,53.57538803,18.60667319,26.77543186,39.9113082,68.9119,107.722,99.7226,101.374,2.94097,48.90864996,29.22392886,49.91304348,28.43478261,BSky,33,27,48.9,37,33.6,-2.8,R64,14,200000
2022,Murray St.,20.42699077,25.74626866,25.97101449,52.64721772,17.09391535,35.28872594,32.36088601,67.4603,112.46,93.1917,96.0967,15.4202,51.83932347,30.57082452,52.74949084,31.77189409,OVC,31,31,50.5,34.5,29.7,3.5,R32,7,15000
2022,New Mexico St.,16.84490234,25.78055308,28.31760133,51.98714202,20.83073839,32.43781095,34.65809468,67.6864,104.141,95.7672,96.4588,10.6128,48.97400821,32.14774282,47.041273,33.86374938,WAC,31,27,45.6,33.4,29.8,0.7,R32,12,100000
2022,Norfolk St.,18.47951281,27.79850746,33.59707851,50.92415551,20.10856077,30.3125,38.30465264,70.1549,102.866,95.2653,102.616,-0.490868,50.66931086,28.55726326,45.55198285,35.36977492,MEAC,28,24,47.1,34,29.5,-3.1,R64,16,300000
2022,North Carolina,13.61858919,21.55405405,21.42857143,51.47364051,16.43622834,31.86029936,30.3030303,70.3015,109.6,100.051,94.2598,20.1328,49.24292298,32.38973009,53.74100719,32.48201439,ACC,39,29,47.5,35.8,33.7,4.3,2ND,8,12500
2022,Notre Dame,15.11570899,24.70881864,22.19463754,53.95909806,15.55640021,22.08982585,27.26796015,65.7995,108.005,100.61,97.15,15.2456,46.53061224,37.46938776,56.63019694,29.80306346,ACC,34,24,49.6,37.9,32,1.9,R32,11,15000
2022,Ohio St.,15.47830953,28.65853659,29.13978495,54.2816092,17.04995327,29.32790224,33.3908046,65.1113,110.96,103.242,99.3034,16.2427,48.77629884,32.33147274,50.41551247,31.30193906,B10,32,20,45.8,36.5,33.8,1.3,R32,7,6600
2022,Providence,15.56130647,27.39837398,26.98979592,50,17.00467403,30.34001744,37.0091447,66.0324,106.358,98.5467,95.5738,15.8887,47.88135593,30.88983051,54.02930403,29.12087912,BE,33,27,47.1,34.4,30,5.9,S16,4,6600
2022,Purdue,14.08789886,23.78459237,21.57303371,56.51862464,17.45936183,35.21367521,38.20439351,66.655,117.904,101.864,98.6234,22.3616,48.43324251,32.1866485,50.78988942,35.5450237,B10,37,29,48.6,38.4,33.2,7,S16,3,1200
2022,Richmond,18.9695282,27.46031746,23.38146251,51.08901515,14.38655395,22.42617717,31.01325758,67.3783,104.736,100.792,98.6568,9.44565,49.01065449,33.10502283,54.10742496,31.51658768,A10,37,24,49.9,33,34.3,-1.6,R32,12,100000
2022,Rutgers,17.65496517,26.82268227,28.55561704,49.86530172,17.3262823,29.61956522,26.23922414,65.5435,103.126,100.108,96.1322,10.816,57.2080292,27.23540146,48.19163927,34.2414279,B10,32,18,47.1,33.9,33.9,-0.7,R68,11,6600
2022,Saint Mary's,19.23712069,21.70172084,25.14188422,52.71213749,16.91939531,27.32615083,23.30827068,65.3723,106.339,93.8995,90.5786,19.5287,54.31560593,31.255449,58.7537092,25.37091988,WCC,33,26,47,35.5,34.3,3.9,R32,5,10000
2022,Saint Peter's,20.54030923,28.95419188,41.16305587,47.48062016,20.08986385,30.8707124,37.43078627,66.7851,98.9653,93.3946,93.0264,7.24295,52.42009132,25.89041096,47.85748676,26.86567164,MAAC,33,22,44.5,34.6,29.2,-5.6,E8,15,100000
2022,San Diego St.,21.90109032,27.32191163,31.02232667,48.66553095,19.3467515,29.49438202,31.11868257,65.3113,99.0336,88.1079,86.3084,17.0661,54.37171524,27.52030578,49.56989247,31.12903226,MWC,32,23,43.5,35.4,30,2.6,R64,8,25000
2022,San Francisco,18.37175023,23.95209581,32.99894403,53.09845077,17.90177522,29.94880546,28.53573213,70.6563,107.315,95.0446,93.0889,17.3778,47.79674474,36.56212783,57.59209344,22.50673854,WCC,33,24,48.7,34.3,28.9,1.6,R64,10,20000
2022,Seton Hall,18.5224262,29.11944202,27.78082192,47.21179625,17.67836628,32.26919758,30.50938338,68.5265,102.428,96.7449,93.4768,13.6114,50.15989036,30.28780265,52.96404276,27.98833819,BE,31,21,45.1,33.2,31.1,1.9,R64,8,25000
2022,South Dakota St.,15.81963919,24.3153527,21.26631223,59.24870466,15.26975869,23.66336634,34.61139896,71.355,118.382,103.634,104.825,10.5795,50.60844667,31.24552613,49.83686786,36.82707993,Sum,33,30,50.3,43.7,35.2,1.5,R64,13,100000
2022,TCU,18.58838986,26.12687813,26.94889004,48.70096791,21.36796217,37.8956373,31.43148242,67.2198,101.14,95.912,91.6505,17.019,57.90378007,24.22680412,54.82555505,28.4096058,B12,34,21,48,30.2,30.9,2.9,R32,9,25000
2022,Tennessee,22.93056789,27.22772277,31.48535565,50.66445183,17.72470924,32.45823389,28.95111533,68.6654,106.48,90.7901,86.395,25.0952,47.45235317,35.58926488,48.57013164,32.00181571,SEC,35,27,46,35.9,31.3,8,R32,3,5000
2022,Texas,22.97379198,29.71014493,39.11007026,50.0795334,17.76277407,31.6399287,31.97242842,64.4321,106.049,93.1247,91.5777,20.8759,51.90252245,28.85848653,51.30940834,26.62463628,B12,34,22,46.6,33,31.8,3.4,R32,6,5000
2022,Texas A&M Corpus Chris,22.59760849,28.81040892,42.26925338,47.15206878,19.65009434,34.01885176,37.99032778,71.9284,101.972,98.6414,103.161,-6.54882,52.63157895,24.34210526,44.74637681,30.70652174,Slnd,31,23,50.3,31.8,31.5,-7.6,R68,16,500000
2022,Texas Southern,17.2895213,27.94117647,33.38641189,48.16612729,21.35501597,33.01393728,33.6030205,69.6921,98.5621,94.6418,98.8743,-1.28402,56.4056134,24.44545043,51.82033097,28.93617021,SWAC,32,19,45.1,31.4,30.4,-6.8,R64,16,500000
2022,Texas Tech,23.24103135,25.87141751,31.86646434,52.62773723,19.8244011,33.10696095,35.13381995,67.3351,105.819,89.1032,85.0186,25.6364,55.79302587,25.30933633,42.78074866,37.8342246,B12,37,27,44.5,32.1,31.5,6.6,S16,3,2200
2022,UAB,21.07213029,27.48091603,31.3061872,52.8306491,16.40371118,33.21917808,29.33138116,69.9952,111.626,96.3411,98.7709,13.6746,53.63984674,29.31034483,50.66785396,30.72128228,CUSA,33,27,47.8,38,32.9,-0.1,R64,12,25000
2022,UCLA,19.42188234,25.27379949,28.28542094,50.53538175,13.21532429,31.39442231,29.42271881,66.5276,111.629,95.2022,91.6541,24.2586,55.32398636,26.94202349,50.62056738,31.64893617,P12,35,27,47.3,35.4,32.1,5.1,S16,4,2000
2022,USC,14.40568441,26.74772036,26.80212869,51.1988012,17.95303011,33.47315436,30.91908092,67.4781,106.263,97.0304,95.6321,14.1386,55.26208858,28.03738318,50.91395453,31.43111904,P12,34,26,42,35.7,33.2,4.1,R64,7,8000
2022,Vermont,16.91302535,18.8057041,23.27252626,57.13119216,14.68884667,23.66026289,26.72836146,65.1707,114.322,93.5638,97.9395,13.1952,49.77669509,35.44457978,50.76846802,34.8041646,AE,33,28,45.3,36.8,34.4,-0.8,R64,13,100000
2022,Villanova,18.4369812,28.87700535,24.96447181,51.54711674,15.50851215,31.18536197,29.77027661,63.5883,112.499,98.138,92.9078,24.5614,41.59941306,39.06823184,49.26563156,34.49433487,BE,38,30,48.1,35.9,30.8,7.3,F4,2,2000
2022,Virginia Tech,18.67856754,26.2195122,25.60786342,55.14891469,17.02405573,27.85388128,24.48258455,63.584,111,98.6441,96.1358,18.863,48.1757552,37.54413495,53.16231756,30.51747015,ACC,36,23,49.3,39.2,32.3,1.7,R64,11,20000
2022,Wisconsin,17.05245779,24.42067736,27.1657754,47.72138788,12.98157927,26.01351351,32.41843604,66.9947,104.319,98.3092,94.0081,15.3417,52.16637782,27.68630849,55.94855305,28.11208085,B10,33,25,49,30.7,32.5,6.5,R32,3,5000
2022,Wright St.,18.60436526,30.01672241,26.09322441,51.73913043,17.66185337,30.95843936,31.5942029,69.7225,108.682,103.609,106.59,-0.276113,55.39160045,25.65266742,56.24012638,28.43601896,Horz,35,22,51.9,33.4,33.8,-8.4,R64,16,300000
2022,Wyoming,15.67157438,24.56140351,24.78013451,52.31326644,17.02646554,25.51594747,37.06800446,66.0907,106.796,98.0097,97.1771,11.9366,48.1764207,31.42493639,53.32103321,30.7195572,MWC,33,25,48.4,33,30.1,1.9,R68,12,20000
2022,Yale,18.20126582,26.74524025,32.05932687,49.712313,18.39036988,25.80645161,32.16340621,70.2089,101.064,99.0814,98.7569,1.98256,52.19831618,28.62488307,50.16658734,31.41361257,Ivy,30,19,51.2,32.6,30.5,-4.9,R64,14,200000
2021,Abilene Christian,26.4921193,27.85114046,41.12587959,51.2145749,19.16451183,30.58690745,32.72604588,70.9645,104.151,86.9821,91.5665,10.1138,50.45822102,31.37466307,50.94217024,25.53606238,Slnd,23,23,46.3,37.7,29.1,-1.1,R32,14,500000
2021,Alabama,20.5026388,29.16030534,30.68679981,51.67058824,18.5982435,32.24553225,28.8,74.5199,106.757,93.7315,87.7822,25.0857,43.81894256,39.7109167,54.64764375,26.58884565,SEC,30,24,46.4,35.1,28.8,6.8,S16,2,2000
2021,Appalachian St.,19.84818501,30.21077283,23.65145228,46.93806541,17.66252178,28.19956616,32.70702853,66.0627,99.5291,100.552,103.078,-4.70592,43.81290705,36.05683837,52.95508274,32.44680851,SB,24,17,50.4,32.6,33.5,-7.7,R68,16,500000
2021,Arkansas,20.10645203,26.4681555,29.00919305,50.7480695,17.11540958,31.73156587,32.67374517,74.9592,107.98,94.1515,89.5839,21.5629,53.91705069,26.84331797,49.91166078,32.86219081,SEC,28,22,46.9,33.9,32.6,4.6,E8,3,4000
2021,BYU,15.65875827,23.4063745,29.37062937,54.91216656,18.9638941,28.67132867,27.91151594,69.9893,108.683,97.2928,92.5374,21.1242,51.67416292,32.68365817,52.39687848,29.93311037,WCC,25,20,45.5,37.3,32.4,3.3,R64,6,8000
2021,Baylor,24.43318602,30.60817547,31.30328867,56.54825027,16.52833172,37.29308666,26.51113468,69.2981,119.106,94.4826,91.1275,33.867,49.69843185,36.06755127,53.56415479,28.2586558,B12,24,22,48.1,41.8,34,6.6,Champions,1,300
2021,Clemson,21.54955358,26.93773825,28.93280632,49.96220711,19.37541465,26.56449553,23.20483749,64.8227,99.6176,95.3285,90.9309,15.4785,46.72657253,38.12580231,47.91386272,34.92597577,ACC,23,16,47.5,34.6,33.7,2.9,R64,7,8000
2021,Cleveland St.,20.00308359,32.32533889,37.64705882,50.51347882,18.76964948,30.71965628,32.54172015,67.5598,102.943,102.675,100.699,-0.128764,55.276907,26.95924765,47.03433923,31.06139438,Horz,26,19,50.9,31.9,30.8,-2.7,R64,15,500000
2021,Colgate,16.33490838,25.34992224,26.27952756,56.61691542,14.70996985,28.23741007,30.94527363,72.551,116.843,94.9766,101.02,9.24837,50.91709464,32.57520176,57.45062837,26.12208259,Pat,15,14,49.5,40.2,26.1,0.3,R64,14,500000
2021,Colorado,19.76493841,25.60521415,29.05444126,52.39669421,17.12961329,30.84479371,29.47658402,66.4055,109.887,96.4254,91.2182,25.1002,49.74358974,31.53846154,51.90989226,29.97061704,P12,30,22,46.5,36.7,33.3,2.6,R32,5,5000
2021,Connecticut,19.56486177,29.5143213,36.76588898,48.95533141,17.53639784,37.35083532,29.03458213,66.0719,107.563,97.2044,92.5226,20.607,54.18181818,28.18181818,51.17845118,27.07070707,BE,22,15,45.6,33.6,31.6,2.1,R64,7,5000
2021,Creighton,17.95993553,28.34179357,25.51614611,55.02148228,15.74948192,24.55315146,25.67132116,69.5192,108.383,97.5385,92.7989,20.5882,49.68152866,37.32484076,50.6855792,33.33333333,BE,28,20,46.1,36.7,32.1,3.5,S16,5,2200
2021,Drake,18.44619321,25.20576132,29.91829038,53.44431688,15.28546909,31.98757764,24.62686567,66.0081,112.244,97.8573,98.1997,14.269,58.23719428,27.68804799,54.25531915,27.44680851,MVC,27,25,49.7,36.6,30.8,1.5,R64,11,8000
2021,Drexel,15.91768284,24.09090909,26.42348754,53.31818182,19.40441337,28.71125612,27.27272727,65.9644,106.873,102.44,105.789,0.667188,52.45202559,30.91684435,57.12166172,26.48367953,CAA,19,12,50.4,37.2,32.1,-4.5,R64,16,500000
2021,Eastern Washington,16.12878684,25.6440281,27.39531583,54.24981523,16.55483027,23.63387978,30.45084996,71.4359,109.449,99.3138,101.284,8.1876,49.2495831,32.35130628,52.99877601,29.74296206,BSky,22,16,47.6,35.9,31.6,-3.6,R64,14,500000
2021,Florida,20.23299023,30.71038251,35.11659808,53.12722104,21.19377468,31.07769424,33.90191898,70.4582,104.726,99.3763,94.0952,16.9501,53.29018339,27.34627832,51.67899829,27.66078543,SEC,23,14,48.4,35.7,30.6,1.4,R32,7,5000
2021,Florida St.,19.51344031,31.66311301,35.15358362,54.00410678,20.42104218,34.36724566,32.44353183,69.8693,109.672,98.0914,92.8288,22.1166,51.94401244,29.8600311,45.54913295,32.60115607,ACC,22,16,44.2,39,33.3,2.5,S16,4,1600
2021,Georgetown,16.22927942,26.91924227,25.85456805,49.44115713,21.51196433,32.15811966,30.83497699,70.2549,101.191,101.58,95.0171,12.9084,46.09585353,34.89499192,49.59742351,34.94363929,BE,25,13,47.4,36.6,32.6,-1,R64,12,20000
2021,Georgia Tech,22.64830069,30.38277512,28.86597938,54.06477198,16.05869731,24.37574316,28.42035691,67.6721,107.931,100.828,96.1627,17.5017,54.41478439,29.5687885,52.60845689,31.13673806,ACC,25,17,50.7,34.9,36.7,1.9,R64,9,10000
2021,Gonzaga,19.31163044,23.78100941,25.68667345,61.0178117,16.12793432,30.07063572,35.72519084,74.3411,121.917,93.4015,89.9493,36.4833,57.6434215,24.73376846,54.88789238,29.19282511,WCC,26,26,46.8,36.5,32.5,8.5,2ND,1,300
2021,Grand Canyon,16.17245852,23.17708333,30.10204082,52.52136752,19.96511472,33.57452967,33.41880342,66.5446,107.24,94.5532,97.068,8.32183,54.96997999,27.01801201,49.12812737,32.06974981,WAC,20,17,44.9,32.2,29.9,-3.2,R64,15,50000
2021,Hartford,20.05418366,29.02467685,24.36363636,49.92337165,19.61822315,24.6835443,28.58237548,66.9021,98.0276,95.7182,99.9541,-2.97996,48.78980892,34.20382166,53.58539765,31.87744459,AE,23,15,50.7,32.7,28.7,-4.9,R64,16,500000
2021,Houston,21.13032424,27.8584392,41.15044248,50.37273695,16.19333259,39.82142857,31.25665602,65.3395,114.665,90.0351,89.5795,28.7483,45.82256675,35.65891473,47.1106219,29.38910292,Amer,26,24,43,35.5,28.5,4,F4,2,1600
2021,Illinois,16.03161542,22.12765957,30.05872931,55.55250137,18.13632471,32.20675944,37.93293018,71.2356,111.507,95.508,88.9091,29.0623,56.54785743,24.38926712,53.47744361,28.33646617,B10,29,23,45.4,37.6,32.7,8.9,R32,1,1800
2021,Iona,19.68754982,26.875,46.105919,50.69306931,22.4772836,32.56198347,34.45544554,69.7,101.976,94.57,100.959,-0.776268,48.94777864,30.86515978,46.93019344,27.50210261,MAAC,17,12,45.8,35.5,30.1,-3.2,R64,15,100000
2021,Iowa,16.10077726,29.09967846,22.17782218,54.74247833,13.33416483,30.80317741,31.97348292,70.8489,117.659,102.413,96.6751,26.8703,47.93834297,34.79768786,50.11086475,36.58536585,B10,29,21,45.8,38.6,34.8,5.6,R32,2,2000
2021,Kansas,19.95468213,26.7961165,26.76139728,49.42791762,17.08990103,30.53722903,29.80549199,69.5113,103.907,96.4919,90.1543,19.976,51.66508088,30.54234063,50.30674847,32.66871166,B12,27,20,45.9,33.8,32.6,4.2,R32,3,2500
2021,LSU,17.92470677,32.05574913,29.77223427,52.27646736,15.55996973,31.44475921,33.9550192,72.5804,112.572,103.253,99.7562,20.3488,50.78026149,29.60776044,48.60155892,33.42503439,SEC,27,18,51.3,35,30,2.4,R32,8,5000
2021,Liberty,17.37168292,22.78177458,30.49327354,56.86994857,16.01162234,23.21187584,25.42248347,64.703,112.557,96.5108,101.166,8.59581,44.2487617,40.9466153,52.62483995,29.19334187,ASun,24,23,47.8,38.8,32.2,-1.7,R64,13,50000
2021,Loyola Chicago,21.51249603,20.93541203,22.71805274,55.67656766,18.26940618,27.0783848,31.48514851,63.3033,109.948,88.4525,87.0001,24.3209,53.58898722,29.35103245,55.77981651,29.5412844,MVC,26,24,45.5,35.7,32.5,1.7,S16,8,4000
2021,Maryland,16.81657197,26.46502836,24.97082847,53.1585597,16.71465335,20.64171123,31.83828174,65.4117,103.836,100.618,94.1372,17.628,47.17444717,35.52825553,46.55870445,37.95546559,B10,28,16,46.4,34.9,34.3,0.2,R32,10,10000
2021,Michigan,14.77955582,24.69135802,24.32273263,54.69336671,16.56782948,29.62962963,30.35043805,67.5747,111.591,95.842,87.9246,29.6713,53.22656618,29.10975035,54.11635565,28.64983535,B10,24,20,42.3,38.7,33.5,7.2,E8,1,400
2021,Michigan St.,15.21903153,26.33663366,36.86153846,48.0733945,18.77873721,30.49147442,31.31498471,68.9434,99.9455,102.901,94.2447,12.8955,53.39506173,27.4691358,51.93370166,26.51933702,B10,27,15,48.1,32,31.5,1.4,R68,11,6600
2021,Missouri,17.98385786,28.84411453,36.69301713,50.76820307,18.74221331,28.52386238,37.0741483,70.3466,103.247,101.379,95.4914,15.1401,50.70717653,28.91566265,52.29946524,26.47058824,SEC,25,16,48.3,32,32.7,2.1,R64,9,5000
2021,Morehead St.,17.64248473,25.31280077,23.05882353,52.2236756,23.09839764,31.43164693,36.23283192,67.0465,100.54,95.8243,97.4248,3.1913,52.78622087,28.11550152,51.06609808,34.70149254,OVC,28,23,47.6,34.7,30.7,-2,R64,14,500000
2021,Mount St. Mary's,16.0290823,24.87745098,25,48.5898469,20.08707782,31.32992327,29.81466559,63.5797,98.4456,97.1736,101.125,-6.61986,51.58184319,31.36176066,55.48567435,27.04402516,NEC,22,12,45.6,33.7,30.1,-7.2,R68,16,500000
2021,Norfolk St.,20.40355708,29.32242991,40.6368461,48.68131868,17.57474533,27.76470588,37.06959707,71.8463,101.778,98.2887,103.621,-4.47308,46.59158269,32.18731476,41.51867728,35.27250459,MEAC,21,16,47.2,37.4,31.7,-5,R64,16,500000
2021,North Carolina,19.04876436,26.40449438,26.87427912,48.30230011,20.34754374,40.91316025,34.17305586,71.6853,104.665,97.6775,91.6568,18.6195,58.59697387,22.28335626,49.50690335,34.46745562,ACC,28,18,46.8,31.7,34.4,2.3,R64,8,5000
2021,North Texas,20.85701296,27.66884532,30.59392265,53.84615385,19.7772221,27.94117647,26.95772696,64.6312,104.4,95.1786,94.9558,11.76,51.40997831,32.86334056,50.62987403,30.0539892,CUSA,25,17,44.8,37.3,31.6,-2.5,R32,13,200000
2021,Ohio,19.23653187,26.65066026,29.28216063,54.68642316,17.07315291,28.64137087,29.29014473,71.262,110.481,102.163,100.921,10.4687,51.80084746,32.25635593,49.22547332,32.70223752,MAC,22,16,51.6,36.6,33.7,-2,R32,13,500000
2021,Ohio St.,14.71299058,27.00087951,33.49807798,52.91153415,15.51465994,29.32692308,37.17805151,67.5975,112.865,104.051,97.1132,23.5777,47.40802676,31.60535117,48.00362976,32.39564428,B10,30,21,47.4,36.5,34.1,6,R64,2,1400
2021,Oklahoma,18.45877188,27.72073922,23.72464659,50.79754601,15.6555773,26.96280992,29.32515337,69.0519,106.099,99.7457,95.0534,17.0597,50.69582505,31.61033797,49.20466596,35.4718982,B12,25,15,46.3,33.8,35.4,0.3,R32,8,4000
2021,Oklahoma St.,19.70156605,30.1369863,31.31691649,51.17977528,20.95530207,31.3559322,37.58426966,72.9724,103.047,97.8116,90.6688,18.9454,54.50587723,24.81497606,49.97707474,30.67400275,B12,28,20,46.9,33.8,31.7,4.6,R32,4,25000
2021,Oral Roberts,18.43099567,33.50409836,31.56611822,53.01697046,15.48203636,22.65795207,27.90697674,72.7061,108.015,105.839,104.433,4.82806,41.42300195,40.78947368,55.4336989,26.47058824,Sum,23,16,49,38.8,35.6,-5.1,S16,15,500000
2021,Oregon,20.20043024,27.65027322,26.67091025,54.23728814,16.73749934,29.12087912,25.968523,68.0679,110.095,100.958,95.3783,21.8498,51.97901764,33.47639485,50.54830287,32.74151436,P12,26,20,49.9,37.9,33.6,3,S16,7,5000
2021,Oregon St.,17.91312136,29.93572084,38.47913093,48.95774648,17.6302826,29.87974098,34.87323944,65.755,104.282,103.319,95.6867,16.4001,48.75621891,29.85074627,49.31506849,28.35616438,P12,28,17,52.5,34.6,31.4,-1.6,E8,12,30000
2021,Purdue,16.77561943,24.25793245,30.14566181,51.03383459,18.63957715,32.81086729,31.70426065,66.5157,105.98,99.5298,92.9249,20.3262,51.58371041,30.31674208,45.93147752,36.61670236,B10,27,18,49.7,33.5,31.5,3.8,R64,4,6600
2021,Rutgers,18.8924189,29.68441815,32.44416873,50.06053269,16.75266979,27.693857,27.11864407,68.1267,101.012,98.7982,90.6256,17.4758,58.69004642,26.61165549,51.24141574,29.318542,B10,26,15,47.4,31.1,32.1,1.9,R32,10,8000
2021,San Diego St.,22.3557975,24.31243124,32.52669039,52.37012987,16.65617586,30.05464481,33.24675325,66.6106,109.614,92.8979,91.1105,19.8752,46.79130874,34.71450227,40.78947368,39.11483254,MWC,26,23,44.6,37.5,32.8,2.8,R64,6,5000
2021,St. Bonaventure,19.18605181,29.06208719,28.64493997,49.75490196,16.41392265,32.78236915,28.02287582,65.2756,107.626,93.5896,90.9625,19.0377,55.47246771,27.32834806,46.76539361,36.00935308,A10,20,16,45.1,35.4,30.6,2.1,R64,9,50000
2021,Syracuse,20.16862929,34.02255639,24.07192575,51.2492564,16.30983542,29.20892495,28.31647829,69.0692,107.821,101.16,96.9039,16.7469,48.30548926,33.93794749,47.35234216,36.96537678,ACC,25,16,49.3,33.7,31.6,0.5,S16,11,10000
2021,Tennessee,22.84652015,28.75264271,30.56300268,49.61389961,18.15867285,31.30990415,34.42728443,68.7356,104.438,92.1779,88.0957,19.9465,51.93199382,27.51159196,48.42473746,32.20536756,SEC,26,18,44.8,33.8,31.8,2.4,R64,5,3500
2021,Texas,17.77906357,27.45861733,35.90880304,52.87653523,20.67210646,31.12299465,33.87201034,69.4184,105.879,97.268,92.761,20.3053,46.812749,34.66135458,51.90010858,27.03583062,B12,26,19,45.8,35.7,32.3,4.2,R64,3,1400
2021,Texas Southern,19.3442623,26.45833333,34.25302826,47.67363452,20.76502732,32.36870311,38.50303439,72.8471,99.4706,95.7997,104.197,-4.3657,59.29592959,18.48184818,47.82110092,31.8233945,SWAC,23,16,45.2,27.7,32.4,-4.5,R64,16,500000
2021,Texas Tech,23.74250866,30.02070393,35.55120678,49.43181818,16.03257574,33.30039526,37.91866029,66.9565,107.244,93.6431,90.9072,21.8128,52.21112696,26.39087019,47.02673213,32.73322422,B12,27,17,44.8,34.7,35.1,0.9,R32,6,2000
2021,UC Santa Barbara,20.46446604,24.33414044,27.32600733,52.58992806,16.41916462,28.24427481,35.25179856,66.5501,109.199,94.3902,96.2226,13.629,53.15904139,26.47058824,55.38074261,26.80931403,BW,24,22,46.6,34.8,33.4,-0.2,R64,12,500000
2021,UCLA,17.49582328,25.07015903,28.16123689,52.02156334,15.68591053,30.45112782,31.5902965,64.9534,108.815,101.634,94.4951,22.4293,54.32098765,27.84163474,51.87214612,31.50684932,P12,26,17,49.4,36.7,35.1,1,F4,11,3000
2021,UNC Greensboro,21.09594873,25.70888469,36.53962492,47.90174002,15.51450938,32.14581607,23.74616172,70.1982,103.625,95.5341,95.8401,7.79094,54.27135678,31.24714481,46.93069307,31.93069307,SC,29,21,48.3,30,31.9,-3.5,R64,13,50000
2021,USC,16.92415614,28.27309237,24.1,52.73865415,18.02886607,34.91921005,36.25456442,67.5935,109.05,94.9393,88.0996,27.5785,55.80266882,25.96037202,50.83798883,32.68156425,P12,29,22,42.2,34.8,34.2,3.6,E8,6,2500
2021,Utah St.,19.46359265,21.39303483,25.58433354,49.79091995,20.08148449,35.28225806,29.15173238,69.3603,103.576,89.7291,89.4533,15.3377,55.78163772,26.94789082,46.90366972,35.95183486,MWC,27,20,42.9,33.6,33,-1.1,R64,11,6600
2021,VCU,23.68523144,31.42857143,35.41523679,50.89041096,20.6360982,28.47058824,34.04109589,70.2879,101.518,92.1215,90.1747,15.039,52.68240343,27.03862661,51.23966942,27.62691854,A10,26,19,45.9,32.9,30.5,1.3,R64,10,10000
2021,Villanova,18.40392982,25.66585956,25.57636888,53.21576763,13.72702356,27.77115614,30.01383126,65.5399,113.745,101.209,96.022,23.0179,45.56149733,36.73796791,50.39085989,34.81659651,BE,22,16,51,35.2,35.4,3.2,S16,5,1100
2021,Virginia,15.25305839,22.5647349,24.75397426,55.42986425,14.99120331,22.70194986,21.71945701,60.8067,111.715,98.8209,93.2835,21.422,48.91495601,37.30205279,50.4957039,33.31130205,ACC,24,18,46.1,38.1,34,3.4,R64,4,2500
2021,Virginia Tech,17.9245283,24.3537415,31.90082645,52.25806452,17.18328841,27.8308322,33.38709677,66.3604,106.578,98.1002,95.261,14.4371,47.69716088,34.06940063,49.20744314,32.25361819,ACC,21,15,47.6,35.7,33,0.9,R64,10,5000
2021,West Virginia,20.95089483,31.13948919,27.94886694,48.91243726,16.78974713,35.94176524,37.92526492,70.3926,108.579,100.882,96.2734,20.5137,49.30896121,28.88987963,52.65677358,31.45045476,B12,27,18,51.3,35.7,32.3,3,R32,3,2000
2021,Wichita St.,18.23170676,33.33333333,29.2256453,47.06881903,15.75219464,29.77893368,38.23279524,67.6344,103.413,99.888,97.1859,12.3017,43.86459803,34.27362482,51.27830533,31.11760409,Amer,19,16,47.6,34.5,30.8,1.3,R68,11,10000
2021,Winthrop,21.99457044,22.10767468,34.36823105,52.63157895,19.34195893,35.37117904,35.59210526,72.3815,108.817,92.5411,96.5091,8.48455,49.18864097,31.94726166,51.55131265,29.53460621,BSth,24,23,49.2,35.3,32.4,0.9,R64,12,50000
2021,Wisconsin,17.34311725,25.16682555,28.44727694,49.94459834,13.64065402,23.79182156,26.26038781,65.7309,105.607,97.6254,90.5711,22.3986,45.96215967,37.24042455,53.41987019,29.05641538,B10,29,17,47.1,36,33,2.2,R32,9,2500
2019,Abilene Christian,23.27663384,28.48101266,38.27160494,51.93353474,17.30826619,27.00507614,34.01812689,66.4788,105.827,97.6435,102.044,1.34653,50.56497175,30.36723164,52.21825599,26.00713921,Slnd,30,27,49.8,37.7,33.3,-2.6,R64,15,
2019,Arizona St.,18.9766995,26.94980695,38.56502242,50.64612326,18.65641765,31.69960474,43.83697813,72.4261,105.817,99.9239,98.1915,11.5494,49.96209249,27.29340409,42.98315958,35.12429832,P12,34,23,47.3,33.6,33.4,0.1,R64,11,
2019,Auburn,24.62175476,32.86494926,36.32007667,54.38745231,16.82116879,31.59399571,30.86053412,68.7281,113.912,100.009,95.8903,24.9965,39.80551053,43.37115073,44.99629355,35.02594514,SEC,39,30,51.4,38.1,34.8,6.1,F4,5,
2019,Baylor,18.56844357,29.3916024,36.49010166,51.1698881,19.67108274,37.91069924,32.29908444,66.4633,107.867,101.588,98.7984,16.485,48.73054873,33.66093366,47.69765421,32.05907906,B12,34,20,47.5,34.1,34.5,0.9,R32,9,
