Season,TeamName,de_TOPct,de_ORPct,de_FTRate,o_eFGPct,o_TOPct,o_ORPct,o_FTRate,Tempo,OE,DE,AdjDE,AdjEM,Off_2,Off_3,Def_2,Def_3,CONF,G,W,2P_D,3P_O,3P_D,WAB,POSTSEASON,SEED,FUTURE_ODDS
2019,Belmont,16.04196881,24.96038035,27.43664717,57.61083744,15.20426809,25.27075812,28.4729064,74.0139,116.118,100.053,101.478,14.0926,48.9146165,35.70911722,53.16031812,30.51485977,OVC,32,27,47.2,37,34.4,1.2,R64,11,
2019,Bradley,18.40736295,26.70111972,35.63656148,49.72390944,18.80752301,26.66076174,36.27829928,65.8526,100.178,99.1095,101.421,0.0911474,48.33702882,31.52993348,46.51998204,32.0610687,MVC,34,20,46.5,37,32.8,-7.9,R64,15,
2019,Buffalo,20.34669701,27.01107011,31.89290747,53.34938704,15.87195349,31.86733958,32.70577933,74.4307,112.498,95.2192,95.3738,19.8498,48.16824966,34.49796472,53.86773547,26.93386774,MAC,35,32,49.3,33.7,29.3,5.5,R32,6,
2019,Cincinnati,20.81875437,29.28942808,30.4975923,48.95936571,15.96396081,37.39565943,37.56194252,64.8687,109.506,96.1575,94.7909,17.504,50.99601594,27.72908367,43.93801276,38.8331814,Amer,35,28,45.1,34.5,35.5,5.8,R64,7,
2019,Colgate,17.82890938,27.06766917,28.2376841,55.9159315,19.33983391,30.19571295,28.38609237,67.4563,110.576,103.251,105.882,4.59535,47.22872756,36.8852459,49.20502092,34.26778243,Pat,34,24,50.5,39.5,33.9,-4.4,R64,15,
2019,Duke,19.38106219,29.51251647,23.97515528,53.59801489,17.51473768,35.6017192,33.20926385,73.0558,113.071,92.9583,89.3418,30.619,55.93382119,26.53515749,54.89130435,29.46428571,ACC,38,32,45,30.8,29.9,11.2,E8,1,
2019,Fairleigh Dickinson,20.21944693,33.24584427,29.40568475,54.23775454,19.73593842,29.54110899,35.66318107,67.9095,107.611,105.607,110.686,-4.22271,49.01960784,31.49509804,50.70539419,32.73858921,NEC,33,21,51.3,40.1,35.3,-9.3,R64,16,
2019,Florida,22.40967826,32.23413026,33.61169102,49.75186104,17.85970563,30.66884176,29.92555831,64.6444,103.753,97.4219,92.1712,18.297,46.39344262,35.77868852,50.2402796,30.27522936,SEC,36,20,48.5,33.4,31.6,0.7,R32,10,
2019,Florida St.,20.32088134,26.9984917,35.65553943,50.48364809,18.9353667,32.84161491,35.83602027,69.3794,106.557,95.7765,90.4371,22.3878,49.65716348,29.44785276,46.1167002,32.47484909,ACC,37,29,45.3,33.2,33.5,7.6,S16,4,
2019,Gardner Webb,18.23772902,31.25,27.60041195,54.75512528,17.02785511,22.42063492,38.32574032,68.1515,107.917,105.462,107.801,-0.0368254,48.8981289,31.06029106,45.93097571,37.57988922,BSth,32,23,50.4,37.7,33.7,-5,R64,16,
2019,Georgia St.,20.95436238,33.79819524,30.94396769,53.74472574,16.3879331,23.01656495,35.44303797,71.0057,105.78,103.357,102.825,4.85131,44.17573559,37.96856106,45.49958712,36.7877787,SB,33,24,51.2,38.1,32.8,-1.3,R64,14,
2019,Gonzaga,18.96963817,26.77111717,25.88652482,58.97722197,14.9182384,31.53384747,35.32827155,71.3801,122.561,90.7724,91.5991,32.8547,54.88744989,26.54949121,53.16666667,29.875,WCC,37,33,43.4,36.3,30.4,7,E8,1,
2019,Houston,18.19059884,25.95473833,37.2972973,52.13345438,16.50032196,34.36555891,31.63867453,67.1568,112.138,91.2618,91.2145,24.1275,46.57337639,35.84499462,45.70416298,30.95659876,Amer,37,33,43,35.5,27.9,7.8,S16,3,
2019,Iona,18.5577408,30.75657895,28.50074221,53.00474433,17.32622024,25.19893899,36.84765419,71.358,107.684,106.023,109.747,-2.88373,44.23380727,35.18957346,46.73046252,37.55980861,MAAC,33,17,50.3,35.1,36.6,-10.4,R64,16,
2019,Iowa,18.33926633,29.36951317,28.80228137,52.666999,17.1678154,29.83471074,42.32303091,70.0111,110.474,104.537,101.345,16.0197,45.91240876,31.20437956,51.21856867,32.61121857,B10,35,23,53.5,36.4,32.4,3.2,R32,10,
2019,Iowa St.,18.76074835,30.10085337,23.60515021,54.7630679,16.25931523,28.27406765,30.04396678,68.5321,112.347,99.6109,96.8041,22.0869,50.52005944,32.76374443,50.39832285,34.71698113,B12,35,23,47.1,36.2,33.6,4.3,R64,6,
2019,Kansas,18.15375176,27.88184438,27.80554294,52.58458647,18.81601309,30.05595524,32.47180451,70.5508,106.235,98.725,92.3213,21.5657,53.50458716,28.62385321,46.65346535,36.71287129,B12,36,26,46,35,33.6,8.3,R32,4,
2019,Kansas St.,22.82673309,25.69060773,30.72916667,49.3343983,17.43708778,28.53380158,30.56443024,64.9393,101.437,92.0078,88.3867,20.0605,50.53667263,32.33452594,47.80246914,34.51851852,B12,34,25,49,33.4,31.4,6.5,R64,4,
2019,Kentucky,17.92871439,25.46816479,26.80412371,52.95121951,18.60752986,36.78357571,41.90243902,67.2306,112.231,95.2582,90.0639,27.567,54.38346401,22.98645759,47.70258981,35.46365915,SEC,37,30,43.6,35.4,34.3,8.8,E8,2,
2019,LSU,20.09821618,30.75722092,33.14148681,51.15633673,17.92222821,36.76355067,37.09528215,70.5194,111.475,101.17,97.4991,20.2185,53.42806394,25.15097691,48.3971853,32.95543393,SEC,35,28,49.4,31.9,33.7,7.3,S16,3,
2019,Liberty,20.43661093,26.38376384,32.65895954,55.92178771,17.17048589,25.27918782,26.70391061,64.9458,111.217,96.6609,99.5951,11.5425,48.65319865,35.60606061,50.81967213,30.81002893,BSth,33,29,48.3,36.8,33.3,-0.6,R32,12,
2019,Louisville,16.07379526,25.91725215,32.03786746,50.88967972,17.43094948,29.19463087,34.92628368,68.3499,107.597,98.7717,94.3904,19.3539,44.16403785,34.77917981,49.91394148,30.85197935,ACC,34,20,46,34.2,32,2.3,R64,7,
2019,Marquette,16.59093365,26.1302682,35.89108911,53.45352971,19.34922783,29.39632546,35.14474352,70.6978,108.129,97.2818,96.7177,16.5223,43.66679346,36.40167364,49.59796868,29.58104105,BE,34,24,45.1,38.8,32.4,2.7,R64,5,
2019,Maryland,14.05687953,24.8427673,26.63341646,51.41435306,19.31715834,34.11131059,32.84442116,66.5364,107.115,98.7636,94.0665,19.285,50.30876904,30.50638123,48.7432675,33.93177738,B10,34,23,44.7,34.9,31.9,4.2,R32,6,
2019,Michigan,17.9666186,24.82967449,24.07139411,51.59372027,13.94176409,24.67948718,27.54519505,65.1358,106.924,89.6309,86.1819,28.3221,50.7961165,33.4368932,59.49953661,25.16218721,B10,37,30,44.3,34.2,29.1,9.2,S16,2,
2019,Michigan St.,14.93594525,26.36594663,27.50210261,55.1793722,18.50105781,33.89694042,33.58744395,67.9002,113.317,95.0142,90.1733,30.8072,49.71900826,31.63636364,49.32912391,33.14917127,B10,39,32,41.9,37.8,31.6,10.7,F4,2,
2019,Minnesota,16.87108733,28.43601896,28.19174181,48.18538499,17.11618787,31.3559322,41.58901422,67.7749,103.447,102.138,97.0097,14.3496,54.73849784,22.532442,54.36349079,29.18334668,B10,36,22,48.7,31.7,34,2.7,R32,10,
2019,Mississippi,20.51237289,29.26186292,33.54735152,53.09548793,18.15563217,30.21515435,30.90241343,69.171,108.325,102.406,99.1862,13.9835,48.61167002,32.83702213,50.36216447,30.80528334,SEC,33,20,48.2,35.8,37.4,0.9,R64,8,
2019,Mississippi St.,19.51936754,29.61373391,32.11151265,54.5913219,19.22103659,34.68667255,32.64379415,68.4799,111.981,101.936,97.6258,20.0378,49.01065449,33.33333333,49.70760234,31.70426065,SEC,34,23,48.4,37.7,35.7,4.5,R64,5,
2019,Montana,19.253167,25,37.29759911,56.03632479,17.39850413,27.55980861,31.35683761,68.3849,110.564,101.124,103.894,3.53414,51.39664804,32.32242618,49.17030568,29.08296943,BSky,33,26,49.3,37.8,34.4,-3.2,R64,15,
2019,Murray St.,19.3073598,30.65998329,27.42616034,54.81026189,17.22252752,32.03791469,33.51149118,71.1746,113.87,96.8068,98.6196,13.8315,53.12624452,28.55436081,55.03041647,27.51520824,OVC,31,28,48.3,34.9,28.9,1.2,R32,12,
2019,Nevada,19.17547536,24.84126984,27.97379032,53.65182591,14.64157771,27.18932444,40.82041021,70.7092,113.437,94.9461,95.8601,18.1847,46.05214837,32.72126331,48.63436123,34.75770925,MWC,34,29,46.3,34.7,33.2,3.8,R64,7,
2019,New Mexico St.,18.92839092,21.95121951,32.58426966,54.08110883,17.81756986,36.85612789,34.54825462,67.9618,113.594,95.7303,99.3354,13.6173,46.29195941,35.94847775,48.14126394,32.76022305,WAC,33,30,48,34,33.5,1.4,R64,12,
2019,North Carolina,18.30362647,22.85513361,28.4252669,52.86307054,17.20760094,35.3200883,30.20746888,75.7909,112.661,96.6585,92.0107,27.6872,52.1851732,30.30106831,45.90288316,37.5569044,ACC,36,29,47.9,36.2,33.5,10,S16,1,
2019,North Carolina Central,17.51197951,26.91943128,31.37931034,49.88269795,22.69360633,34.81195757,33.48973607,66.9444,101.161,101.611,109.324,-11.5456,52.73159145,28.0760095,55.15610218,26.96310312,MEAC,31,18,50.9,31.5,32,-10.9,R68,16,
2019,North Dakota St.,14.43536892,25.8812616,26.49350649,53.54374308,15.74767518,20.74215033,32.22591362,66.4733,108.136,110.658,110.556,-3.19703,41.15917682,40.06719866,53.41513292,31.04294479,Sum,33,19,52.6,36.7,37,-8.6,R64,16,
2019,Northeastern,16.70027797,24.61677187,27.75763853,56.49350649,16.61307026,22.65402844,34.30735931,66.2704,111.935,105.114,103.43,7.59151,43.05772231,38.3775351,54.4472153,29.17705736,CAA,34,23,53,38.2,33.7,-2.8,R64,13,
2019,Northern Kentucky,18.40128028,26.03806228,35.15248796,54.578564,17.83709008,30.61946903,34.75546306,69.3216,110.5,100.52,102.262,7.13712,48.70384918,33.69992145,49.20017294,30.22049287,Horz,33,26,49.9,36,32,-2.2,R64,14,
2019,Ohio St.,18.17822986,25.87646077,31.77812338,50.28482651,18.73296458,27.5862069,33.66131538,66.7249,102.821,99.211,94.4085,14.6589,47.54030591,32.74080198,49.87057808,30.54357204,B10,35,20,47.9,34.1,32.7,0.9,R32,11,
2019,Oklahoma,17.30511908,27.95779955,23.13931298,50.43037975,16.96663264,25.82001682,31.29113924,69.275,102.208,98.8266,94.1204,16.9402,54.23029303,27.98184069,48.66264021,37.27351165,B12,34,20,45.8,34.6,33.3,2.5,R32,9,
2019,Old Dominion,18.50891888,24.78087649,32.43243243,47.13721619,17.81046911,32.11289092,28.87462981,65.4511,100.369,93.0765,95.9818,5.45004,48.65100087,34.46475196,45.91549296,34.92957746,CUSA,35,26,43.5,34.9,32.4,-1.8,R64,14,
2019,Oregon,20.88751951,28.76712329,33.94178589,51.99905927,17.7263815,29.57860616,29.3508937,65.3158,106.556,94.3989,91.6529,17.8586,49.83089064,33.25817362,45.68527919,33.88324873,P12,38,25,48.8,35.1,29,-1.1,S16,12,
2019,Prairie View A&M,24.7151568,34.27812223,46.20801733,49.02402402,17.36960117,29.64118565,43.09309309,72.4728,103.342,100.332,106.227,-4.12538,51.13904163,25.8051846,51.16841257,25.02014504,SWAC,34,22,53.7,32.4,31.2,-7.1,R68,16,
2019,Purdue,18.62543848,26.9726248,31.74762143,53.58974359,15.83993764,34.50760608,29.88344988,65.9409,114.616,100.471,95.6403,26.8135,43.62318841,39.67391304,44.27922346,36.5551425,B10,36,26,47.2,37.4,34.2,6.1,E8,3,
2019,Saint Louis,19.27720854,25.12038523,33.47022587,46.66179337,19.23566284,35.9796067,39.42495127,66.8608,99.7749,95.5496,96.2317,6.01634,54.18924552,25.63568153,49.45581193,30.03918154,A10,36,23,46.7,30.4,31.4,-3.2,R64,13,
2019,Saint Mary's,16.33109237,23.04189435,29.11668484,53.832021,16.28547479,31.06976744,29.13385827,64.2427,112.393,99.4995,97.3752,17.3103,52.45635404,30.81607795,56.47597254,25.53775744,WCC,34,22,49.2,37.8,32.1,-0.8,R64,11,
2019,Seton Hall,19.75974885,29.15282392,32.82674772,49.87629886,17.47658459,29.50285249,34.48787729,70.0882,104.376,101.479,97.4997,11.5045,51.67464115,28.70813397,47.07327057,33.15595579,BE,34,20,48.7,32.4,34,-0.4,R64,10,
2019,St. John's,21.20442327,29.42643392,39.72463029,51.83333333,14.30997941,21.75324675,29.52380952,72.5698,105.267,102.226,100.98,7.6065,49.94281357,33.05375524,44.8465775,33.39889851,BE,34,21,50.3,35.8,34.2,-1.2,R68,11,
2019,Syracuse,23.08758224,33.36079077,34.26573427,49.55427373,18.50498085,30.15612161,36.75930781,67.0933,103.821,97.9951,95.3492,15.133,45.06329114,34.6835443,40.24933215,39.269813,ACC,34,20,46.9,33.3,32.9,0.4,R64,8,
2019,Temple,20.63522454,29.1958042,33.89562467,49.87487487,15.61469568,26.85337727,32.48248248,70.1752,105.058,100.555,99.502,9.71625,50.79107505,30.06085193,51.06022053,30.40712468,Amer,33,23,51.5,33,32.9,1.8,R68,11,
2019,Tennessee,17.97770567,30.20231214,34.89681051,55.29709811,15.84408785,31.64983165,33.30262552,69.1151,116.456,100.229,96.4617,26.243,55.27297389,26.14445575,44.89956676,35.91965341,SEC,36,31,44.7,36.7,35.4,9.9,S16,2,
2019,Texas Tech,22.76358021,28.62398823,36.6551554,53.48341232,17.75248491,27.49576988,32.89099526,67.3184,107.848,87.7224,84.103,30.0327,51.57323689,30.05424955,44.93586908,32.24237063,B12,38,31,41.9,36.5,29.7,7,2ND,3,
2019,UC Irvine,16.64620571,27.05627706,32.92919496,51.30579297,17.47851599,33.68336026,28.72744539,65.8371,107.821,95.519,98.1977,9.15681,55.10046368,28.40030912,48.60869565,30.39130435,BW,36,31,40.7,35.9,33.9,0.7,R32,13,
2019,UCF,18.04507895,29.60629921,29.15376677,52.94951787,17.64007718,29.50367647,45.26375496,67.1375,107.257,95.8441,95.5726,16.5112,49.47589099,28.80503145,49.90601504,32.84774436,Amer,33,24,44.5,36.5,31.3,2,R32,9,
2019,Utah St.,17.34877304,22.25705329,34.29010764,53.87931034,18.14305422,31.9614711,36.663286,69.8597,111.554,95.7584,97.1983,15.4116,49.60659423,30.01124016,43.19371728,35.9947644,MWC,34,28,42.2,35.7,35.3,2,R64,8,
2019,VCU,23.33900449,30.70032573,36.60812294,50.08012821,19.97993282,30.98106713,35.73717949,68.9256,102.264,89.094,89.4521,14.8916,49.91467577,30.07679181,52.25048924,25.2446184,A10,33,25,43.8,30.5,28.5,1.1,R64,8,
2019,Vermont,19.1169829,22.18148488,27.49295775,52.57332595,16.83026246,27.25581395,35.91588268,65.772,109.659,95.2644,99.633,8.86009,46.1860855,33.4450964,49.06564447,33.78054624,AE,33,27,46.3,35.9,35.1,-1,R64,13,
2019,Villanova,18.03073229,27.7324633,28.18091451,53.19465082,16.85115167,30.28571429,34.42298167,65.3107,111.901,102.493,99.2099,17.334,37.98040693,42.95403165,49.73195876,33.89690722,BE,36,26,49.7,35.2,34.3,3.6,R32,6,
2019,Virginia,17.37279481,25.36398467,26.26566416,55.17996109,14.70667283,30.36649215,29.08560311,60.6202,116.554,91.78,89.1871,34.2156,48.12085483,35.48268239,49.15572233,34.47467167,ACC,38,35,45.7,39.5,28.9,11.1,Champions,1,
2019,Virginia Tech,21.64843341,27.20070423,26.34698276,55.60526316,17.32756483,29.63311383,31.89473684,64.3717,113.366,95.6974,93.9957,24.0704,43.97824398,38.11188811,41.89686924,41.85082873,ACC,35,26,49,39.4,32.7,5,S16,4,
2019,Washington,24.21048297,35.03289474,33.96322778,52.12167689,19.76365957,29.15224913,34.71370143,67.2566,103.341,96.044,93.4509,14.2825,48.58622063,32.61648746,50.02145002,29.72972973,P12,36,27,46,35,33.4,3.1,R32,9,
2019,Wisconsin,17.20468449,26.4516129,25.79487179,51.1311054,14.61952464,24.50558899,27.30077121,64.8106,103.755,93.5341,88.473,21.9405,54.26489498,30.99014145,53.26345879,30.72891853,B10,34,23,44.1,35.9,31.5,6.3,R64,5,
2019,Wofford,19.13143731,25.2173913,31.76403857,57.47516989,16.07223373,31.82711198,27.75744903,67.9283,117.306,98.069,97.4035,20.6862,44.95341615,40.41149068,49.72170686,31.86456401,SC,32,30,50.6,41.4,32.6,4,R32,7,
2019,Yale,15.17537748,24.64912281,31.10624315,55.55555556,17.79828223,26.26158599,30.14245014,72.6347,109.681,100.237,102.805,8.79228,54.38221462,28.98674647,50.58329445,29.9580028,Ivy,29,22,47.8,36.5,31,-0.9,R64,14,
2018,Alabama,18.69464262,30.88888889,36.4800759,51.87341772,20.31854166,29.3398533,41.92405063,70.133,102.977,100.924,95.2375,13.415,52.30414747,26.38248848,48.36806921,30.90837593,SEC,36,20,46.9,32.6,32.8,-1.1,R32,9,
2018,Arizona,16.65632484,25.12155592,31.16756229,56.29056415,17.51785888,33.27049953,36.99450824,68.6937,115.513,102.79,100.352,17.697,54.79063165,25.23066004,50.13949781,31.20765245,P12,35,27,47.7,36.9,35.8,3.8,R64,4,
2018,Arizona St.,20.35219167,30.62446536,32.7253778,53.75,14.72742984,27.92553191,41.30208333,72.243,113.45,103.163,102.592,14.1278,45.36862004,32.66540643,48.35073069,32.81837161,P12,32,20,50.2,36.4,34.2,-1.2,R68,11,
2018,Arkansas,19.4445409,31.6839585,40.82840237,53.77536574,15.11912261,28.84141331,37.42331288,71.3199,111.563,105.47,101.653,14.6933,52.21709826,28.62717276,43.14318096,34.11409142,SEC,35,23,48.2,39.5,35.7,2.8,R64,7,
2018,Auburn,20.67752972,28,38.09280979,50.80875357,16.42982012,32.0977918,39.77164605,73.396,111.464,99.8539,96.7441,18.6933,41.82536831,34.92633848,45.41800643,32.91800643,SEC,34,26,47.7,35.7,35.1,4.3,R32,4,
2018,Bucknell,17.04363053,27.52084913,34.51824135,53.90243902,17.00471813,27.03826955,42.53658537,72.4188,110.531,99.462,102.195,7.3068,48.29044766,29.60874163,53.69284877,26.26025791,Pat,35,25,47,34.8,33.1,-3,R64,14,
2018,Buffalo,18.12378507,29.11877395,39.54695611,54.80599647,16.47267753,31.93597561,29.85008818,73.66,113.748,103.155,103.207,11.5295,49.54376479,34.4711051,50.74404762,26.22767857,MAC,35,27,48.4,37.1,33.1,-1.3,R32,13,
2018,Butler,19.47597946,24.58874459,35.26100307,53.99071926,15.73369415,27.59795571,26.07888631,69.5195,111.335,102.413,97.1991,19.0506,53.05827,31.16178067,47.48031496,32.36220472,BE,35,21,49.5,35.7,37.3,1.7,R32,10,
2018,Cal St. Fullerton,18.23931401,28.94009217,35.16295026,51.64870006,20.70280577,26.00422833,45.59289791,69.7427,101.868,101.706,103.121,0.616874,54.29234339,21.29930394,48.79182156,29.55390335,BW,30,20,45,33.8,36.4,-5.5,R64,15,
2018,Cincinnati,21.60855514,28.20906995,26.79837893,51.19047619,17.02619617,38.50482315,36,66.0747,112.262,87.4159,86.7974,26.6016,51.02880658,29.40516274,49.05842588,33.46209561,Amer,36,31,41.4,35.3,30.9,5.9,R32,2,
2018,Clemson,17.36133005,26.29107981,27.15199213,52.91730086,17.40336717,27.2410792,33.48554033,67.462,108.46,97.068,92.5622,21.6521,47.29102167,33.43653251,48.37451235,34.85045514,ACC,35,25,43.9,36.6,35.2,3.9,S16,5,
2018,College of Charleston,17.78323213,27.9344859,32.0754717,52.734375,15.14353361,25.45629203,36.55133929,66.168,110.919,102.929,103.558,5.16377,48.9744663,30.13813311,50.15730337,30.60674157,CAA,32,26,48.7,35.9,34.6,-2.1,R64,13,
2018,Creighton,15.8147416,24.56861134,24.82758621,57.4102175,15.55897758,22.51407129,26.45422357,72.7726,113.356,102.265,98.614,16.9147,48.08414726,37.19008264,52.96080067,31.90158465,BE,32,21,50,37.2,33.6,2,R64,8,
2018,Davidson,16.16727619,23.37545126,29.5728368,57.39060832,14.467875,22.6284585,24.59978655,65.1855,115.793,102.47,102.294,14.6957,43.35053593,42.04049226,47.85714286,35.625,A10,33,21,50.3,38.9,35,-2.9,R64,12,
2018,Duke,17.27360496,29.96587031,22.25042301,55.9222028,17.50189049,38.78029711,34.57167832,70.5652,118.735,97.7427,93.5841,28.8577,52.29093239,29.70201858,52.63975155,32.49223602,ACC,37,29,45.4,37.2,32,6.6,E8,2,
2018,Florida,19.99808529,30.5764411,32.32271326,50.70217918,14.21140529,28.85220126,32.59079903,68.3665,109.225,100.195,95.5304,18.9633,45.4016298,35.8556461,51.25371866,29.19677008,SEC,34,21,46.6,37,35.2,1.4,R32,6,
2018,Florida St.,19.35247404,29.78723404,32.36261155,53.2,17.82773366,32.2528363,36.98823529,72.0815,109.414,99.9292,96.5213,17.7695,51.38987883,29.18745545,47.19717758,33.51626813,ACC,35,23,45.4,35,35.5,0.9,E8,9,
2018,Georgia St.,20.58635543,33.36058872,38.56988082,53.86447856,16.71807698,25.63405797,30.86289042,67.4173,108.199,99.0492,101.876,6.92215,46.26129827,37.34593262,39.08765653,38.64042934,SB,33,24,44,38.7,33.8,-5.1,R64,15,
2018,Gonzaga,17.41276873,23.13810557,29.06336088,57.01017249,16.07332498,33.04,32.06545776,69.6416,118.414,95.7241,95.0514,23.0349,51.5690715,31.83435781,49.34131737,32.5748503,WCC,37,32,44.1,36.8,35,4.9,S16,4,
2018,Houston,19.10125861,25.76590731,41.60042395,53.26718296,17.47117309,33.83084577,32.62342691,68.3575,111.903,94.8949,94.3736,20.2354,48.78957169,33.18435754,45.17833554,30.51519155,Amer,35,27,43.8,38.7,32.3,2.4,R32,6,
2018,Iona,18.74633861,30.81914031,28.63939106,53.87578238,15.95862877,24.41275168,30.13962446,71.4833,109.168,104.997,107.329,2.63405,46.85418209,35.97335307,53.95849347,30.7840123,MAAC,34,20,51.7,38.3,35.8,-7.3,R64,15,
2018,Kansas,18.24596545,31.16883117,24.59694088,57.50211327,16.60710628,29.39814815,27.0498732,70.1823,115.458,102.324,97.3616,23.4903,48.77126654,36.95652174,51.08811987,33.71387799,B12,39,31,48.6,40.1,33.3,8.2,F4,1,
2018,Kansas St.,21.59774703,31.88879804,36.78625568,52.56916996,17.14042588,25.91645354,33.7944664,66.4919,106.531,100.441,95.34,14.7736,51.9391635,28.97338403,46.89265537,31.59806295,B12,37,25,48.9,34.1,33,2.5,E8,9,
2018,Kentucky,16.84657925,30.97902098,32.33719893,51.79669031,18.58533169,35.65076799,43.97163121,69.7213,109.639,100.541,95.3621,20.444,56.54929577,20.59859155,47.5567526,33.1281262,SEC,37,26,48,35.7,30.1,4.3,S16,5,
2018,LIU Brooklyn,16.54723193,29.76281561,31.81818182,52.12550607,19.46019207,29.39217319,38.66396761,72.4373,104.901,105.31,110.582,-8.27177,48.45679012,31.01851852,54.41289332,27.51343054,NEC,34,18,50.5,34.6,32.8,-13.2,R68,16,
2018,Lipscomb,19.91978538,24.26199262,38.4359401,51.54015402,19.96262363,27.4473925,40.59405941,76.5445,103.392,100.947,102.818,0.425282,48.85939444,28.86768976,50.84745763,28.60169492,ASun,30,23,52.8,32.7,33.8,-3.2,R64,15,
2018,Loyola Chicago,19.43456532,25.87959343,25.20721599,57.66384778,19.10516591,22.11350294,32.2410148,65.6395,107.999,94.8616,95.025,16.3876,52.72380952,30.4,52.7729636,31.45580589,MVC,37,32,47.1,39.8,32,2,F4,11,
2018,Marshall,18.39432127,32.38636364,28.84780739,54.72003702,17.20036938,22.56778309,33.08653401,75.7665,108.686,103.592,102.858,6.53148,44.8643078,36.37925112,56.35120547,27.09607773,CUSA,35,25,48.7,35.9,35,-2.5,R32,13,
2018,Miami FL,18.82826067,28.18428184,28.08256382,53.08346624,16.77177589,29.09423605,29.08027645,67.8651,107.641,99.258,97.4297,15.4259,53.19779754,31.38500635,53.29038196,29.68246664,ACC,32,22,48.8,36.4,32.8,2.7,R64,6,
2018,Michigan,19.50078739,24.88653555,29.89833641,53.90693591,14.03151433,25.45045045,30.68481124,65.6481,109.836,95.8537,90.5127,24.2042,48.61158725,35.58450463,55.84518167,25.71090047,B10,40,33,46.8,35.2,33.2,6.9,2ND,3,
2018,Michigan St.,14.60121224,26.5625,30.69259962,56.91382766,19.20331351,37.02010969,35.87174349,68.0548,117.189,95.3364,93.7747,25.4137,49.94656217,30.99394371,45.97093791,33.28929987,B10,35,30,38.4,40.1,33.7,8,R32,3,
2018,Missouri,16.03206413,27.85654712,30.3062302,54.07147042,20.82325571,30.29411765,38.31282953,67.2822,107.159,100.622,97.0496,14.8262,40.05145798,39.10806175,50.27472527,30.76923077,SEC,32,20,45.4,39,32.7,0.4,R64,8,
2018,Montana,21.19743423,26.13430127,41.43104443,51.21052632,17.44372192,33.5106383,38.31578947,69.7287,108.809,96.7088,98.4385,10.4038,57.72192947,21.1593028,49.49863263,26.93710119,BSky,32,26,46.3,33.7,35.2,-1.1,R64,14,
2018,Murray St.,18.04433434,27.60849492,30.46511628,54.95548961,17.55131974,32.85272915,37.32937685,67.6113,114.337,98.5704,100.661,12.1917,47.66435986,32.43944637,53.2,27.9,OVC,30,26,47.6,37.2,30.9,-0.4,R64,12,
2018,Nevada,17.95701114,29.26652142,30.11565836,54.78105451,13.52458434,26.5940902,36.282395,70.3605,115.961,102.399,101.782,18.3914,45.49918167,34.76268412,51.72031077,30.52164262,MWC,37,29,50.7,39.2,31.7,2.5,S16,7,
2018,New Mexico St.,18.99647553,22.52650177,33.02752294,51.64490862,17.38660472,33.83128295,29.08616188,69.8605,107.536,93.1511,94.9622,12.9182,54.10958904,30.56506849,49.87629886,29.53983177,WAC,31,28,45.7,34,31.1,1.3,R64,12,
2018,North Carolina,16.26550717,25.47501759,25.99042229,52.02730658,16.71628335,37.43589744,28.00992966,71.7062,113.325,102.247,96.7477,23.5883,53.01524188,30.31809145,45.37071191,39.50571745,ACC,37,26,45.3,35.9,38,7.1,R32,2,
2018,North Carolina Central,16.71747355,29.9137931,34.34288805,50.43644299,20.85091481,32.91139241,30.33278778,67.7781,102.367,103.266,110.011,-13.4119,58.07899461,24.91023339,48.67021277,30.85106383,MEAC,32,19,48.1,32.3,32.8,-12,R68,16,
2018,North Carolina St.,20.40217847,31.95785777,33.65778689,53.38364167,16.75743611,33.41666667,34.22590068,72.0622,111.933,103.915,101.815,14.5186,52.34899329,29.41834452,57.24666936,24.10173597,ACC,33,21,53.6,37.2,31.6,0.9,R64,9,
2018,Ohio St.,17.91588535,25.16447368,29.52674897,54.06565657,17.10152692,30.17163505,31.11111111,67.9321,111.26,98.5112,94.8568,21.1587,54.95947511,27.67271324,46.93077928,35.5245973,B10,34,25,46.1,35.3,35.1,4.5,R32,5,
2018,Oklahoma,16.76623724,29.96108949,25.6775379,53.54025218,17.33184525,28.30820771,33.17167798,76.5131,109.605,105.925,100.452,14.1584,48.12362031,33.11258278,51.33894415,33.62662586,B12,32,18,49.1,35.9,36.2,1.1,R64,10,
2018,Penn,16.91423851,22.64631043,31.78947368,52.89124668,16.65335051,23.75215146,33.36870027,70.0316,104.783,97.177,99.3732,3.69458,48.44204404,34.39966764,54.96866607,24.97761862,Ivy,32,24,48,34.8,30,-3.3,R64,16,
2018,Providence,18.9629989,29.021827,31.84031159,49.60726559,17.3861184,28.87323944,38.63524791,69.4649,104.294,103.086,96.7201,12.1749,52.50485437,25.98058252,52.90880503,28.30188679,BE,35,21,51.5,33.2,32.2,1.9,R64,10,
2018,Purdue,17.70980874,28.02359882,24.1693218,57.67763472,15.80808431,28.00702371,35.6223176,67.9773,117.792,97.0782,96.4313,26.2697,45.72965703,35.60860794,53.96955985,30.97490745,B10,37,30,45.5,42,33.2,7.6,S16,2,
2018,Radford,20.24475684,27.96688132,31.71412619,49.25253604,18.74346026,31.97219809,31.17992525,63.5801,103.577,101.051,102.868,0.0673502,46.96569921,34.16886544,47.84172662,32.77877698,BSth,34,23,48.9,35,34.6,-6.5,R64,16,
